Rating,Komentar,Review,text_clean,text_CaseFolding,text_Tokenized,text_Stopwords,text_Stemmed,text_normalized_stemmed
1,"g bgt apk lo, apa apa harus prem, eww.","g bgt apk lo, apa apa harus prem, eww.",g bgt apk lo apa apa harus prem eww,g bgt apk lo apa apa harus prem eww,"['g', 'bgt', 'apk', 'lo', 'apa', 'apa', 'harus', 'prem', 'eww']","['g', 'bgt', 'apk', 'lo', 'prem', 'eww']",g bgt apk lo prem eww,banget aplikasi prem
4,bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,bagus
5,kebanyakan iklan,kebanyakan iklan,kebanyakan iklan,kebanyakan iklan,"['kebanyakan', 'iklan']","['kebanyakan', 'iklan']",banyak iklan,banyak iklan
5,ok,ok,ok,ok,['ok'],['ok'],ok,
5,not bad bagus kok,not bad bagus kok,not bad bagus kok,not bad bagus kok,"['not', 'bad', 'bagus', 'kok']","['not', 'bad', 'bagus']",not bad bagus,not bad bagus
5,"aplikasi ini sanggat membantu tapi kendalanya satu,yaitu premium membuat kami yang para pelajar ini kesusahan dalam membuat tugas sekolah","aplikasi ini sanggat membantu tapi kendalanya satu,yaitu premium membuat kami yang para pelajar ini kesusahan dalam membuat tugas sekolah",aplikasi ini sanggat membantu tapi kendalanya satuyaitu premium membuat kami yang para pelajar ini kesusahan dalam membuat tugas sekolah,aplikasi ini sanggat membantu tapi kendalanya satuyaitu premium membuat kami yang para pelajar ini kesusahan dalam membuat tugas sekolah,"['aplikasi', 'ini', 'sanggat', 'membantu', 'tapi', 'kendalanya', 'satuyaitu', 'premium', 'membuat', 'kami', 'yang', 'para', 'pelajar', 'ini', 'kesusahan', 'dalam', 'membuat', 'tugas', 'sekolah']","['aplikasi', 'sanggat', 'membantu', 'kendalanya', 'satuyaitu', 'premium', 'pelajar', 'kesusahan', 'tugas', 'sekolah']",aplikasi sanggat bantu kendala satuyaitu premium ajar susah tugas sekolah,aplikasi sangat bantu kendala satuyaitu premium ajar susah tugas sekolah
4,aplikasi ini bagus cuma yang bayar di perbaiki lagi ya saya takutnya makin ada²aja jadi nya perbaiki sedikit ya tentang berbayar itu,aplikasi ini bagus cuma yang bayar di perbaiki lagi ya saya takutnya makin ada²aja jadi nya perbaiki sedikit ya tentang berbayar itu,aplikasi ini bagus cuma yang bayar di perbaiki lagi ya saya takutnya makin adaaja jadi nya perbaiki sedikit ya tentang berbayar itu,aplikasi ini bagus cuma yang bayar di perbaiki lagi ya saya takutnya makin adaaja jadi nya perbaiki sedikit ya tentang berbayar itu,"['aplikasi', 'ini', 'bagus', 'cuma', 'yang', 'bayar', 'di', 'perbaiki', 'lagi', 'ya', 'saya', 'takutnya', 'makin', 'adaaja', 'jadi', 'nya', 'perbaiki', 'sedikit', 'ya', 'tentang', 'berbayar', 'itu']","['aplikasi', 'bagus', 'bayar', 'perbaiki', 'ya', 'takutnya', 'adaaja', 'nya', 'perbaiki', 'ya', 'berbayar']",aplikasi bagus bayar baik ya takut adaaja nya baik ya bayar,aplikasi bagus bayar baik takut adaja nya baik bayar
5,apk nya g bisa di manikan,apk nya g bisa di manikan,apk nya g bisa di manikan,apk nya g bisa di manikan,"['apk', 'nya', 'g', 'bisa', 'di', 'manikan']","['apk', 'nya', 'g', 'manikan']",apk nya g mani,aplikasi nya mani
4,"Aplikasi kikir apa"" Pro","Aplikasi kikir apa"" Pro",Aplikasi kikir apa Pro,aplikasi kikir apa pro,"['aplikasi', 'kikir', 'apa', 'pro']","['aplikasi', 'kikir', 'pro']",aplikasi kikir pro,aplikasi kikir pro
2,terlalu banyak iklan,terlalu banyak iklan,terlalu banyak iklan,terlalu banyak iklan,"['terlalu', 'banyak', 'iklan']",['iklan'],iklan,iklan
1,banyak iklan,banyak iklan,banyak iklan,banyak iklan,"['banyak', 'iklan']",['iklan'],iklan,iklan
5,karna bisa dibuat jj,karna bisa dibuat jj,karna bisa dibuat jj,karna bisa dibuat jj,"['karna', 'bisa', 'dibuat', 'jj']","['karna', 'jj']",karna jj,karna
1,aplikasinya burik masa pasang foto dibilang tidak dapat memasang efek anime,aplikasinya burik masa pasang foto dibilang tidak dapat memasang efek anime,aplikasinya burik masa pasang foto dibilang tidak dapat memasang efek anime,aplikasinya burik masa pasang foto dibilang tidak dapat memasang efek anime,"['aplikasinya', 'burik', 'masa', 'pasang', 'foto', 'dibilang', 'tidak', 'dapat', 'memasang', 'efek', 'anime']","['aplikasinya', 'burik', 'pasang', 'foto', 'dibilang', 'memasang', 'efek', 'anime']",aplikasi burik pasang foto bilang pasang efek anime,aplikasi burik pasang foto bilang pasang efek anime
2,maaf admin sekarang berbayar ya,maaf admin sekarang berbayar ya,maaf admin sekarang berbayar ya,maaf admin sekarang berbayar ya,"['maaf', 'admin', 'sekarang', 'berbayar', 'ya']","['maaf', 'admin', 'berbayar', 'ya']",maaf admin bayar ya,maf admin bayar
1,udah di temeni dari 0 waktu udah sukses malah sok yes. JANGAN APA APA BERBAYAR BGST!!!!,udah di temeni dari 0 waktu udah sukses malah sok yes. JANGAN APA APA BERBAYAR BGST!!!!,udah di temeni dari  waktu udah sukses malah sok yes JANGAN APA APA BERBAYAR BGST,udah di temeni dari  waktu udah sukses malah sok yes jangan apa apa berbayar bgst,"['udah', 'di', 'temeni', 'dari', 'waktu', 'udah', 'sukses', 'malah', 'sok', 'yes', 'jangan', 'apa', 'apa', 'berbayar', 'bgst']","['udah', 'temeni', 'udah', 'sukses', 'sok', 'yes', 'berbayar', 'bgst']",udah temeni udah sukses sok yes bayar bgst,udah temeni udah sukses sok yes bayar bgst
5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,mantap
5,"saya tidak sengaja mengetahui pembelian item di aplikasi capcut dan saya sudah meminta pengembalian dana sebesar 405,150 tapi belum ada respon, sementara saya jarang juga main di aplikasi capcut ,,tolong di tinjau","saya tidak sengaja mengetahui pembelian item di aplikasi capcut dan saya sudah meminta pengembalian dana sebesar 405,150 tapi belum ada respon, sementara saya jarang juga main di aplikasi capcut ,,tolong di tinjau",saya tidak sengaja mengetahui pembelian item di aplikasi capcut dan saya sudah meminta pengembalian dana sebesar  tapi belum ada respon sementara saya jarang juga main di aplikasi capcut tolong di tinjau,saya tidak sengaja mengetahui pembelian item di aplikasi capcut dan saya sudah meminta pengembalian dana sebesar  tapi belum ada respon sementara saya jarang juga main di aplikasi capcut tolong di tinjau,"['saya', 'tidak', 'sengaja', 'mengetahui', 'pembelian', 'item', 'di', 'aplikasi', 'capcut', 'dan', 'saya', 'sudah', 'meminta', 'pengembalian', 'dana', 'sebesar', 'tapi', 'belum', 'ada', 'respon', 'sementara', 'saya', 'jarang', 'juga', 'main', 'di', 'aplikasi', 'capcut', 'tolong', 'di', 'tinjau']","['sengaja', 'pembelian', 'item', 'aplikasi', 'capcut', 'pengembalian', 'dana', 'respon', 'jarang', 'main', 'aplikasi', 'capcut', 'tolong', 'tinjau']",sengaja beli item aplikasi capcut kembali dana respon jarang main aplikasi capcut tolong tinjau,sengaja beli item aplikasi capcut kembali dana respon jarang main aplikasi capcut tolong tinjau
1,"malah banyak iklannya, nggk kaya dulu, bukanya tambah bagus malah tambah iklan, dikit² iklan.","malah banyak iklannya, nggk kaya dulu, bukanya tambah bagus malah tambah iklan, dikit² iklan.",malah banyak iklannya nggk kaya dulu bukanya tambah bagus malah tambah iklan dikit iklan,malah banyak iklannya nggk kaya dulu bukanya tambah bagus malah tambah iklan dikit iklan,"['malah', 'banyak', 'iklannya', 'nggk', 'kaya', 'dulu', 'bukanya', 'tambah', 'bagus', 'malah', 'tambah', 'iklan', 'dikit', 'iklan']","['iklannya', 'nggk', 'kaya', 'bukanya', 'bagus', 'iklan', 'dikit', 'iklan']",iklan nggk kaya buka bagus iklan dikit iklan,iklan ngk kaya buka bagus iklan dikit iklan
5,aplikasi ini sangat bagus,aplikasi ini sangat bagus,aplikasi ini sangat bagus,aplikasi ini sangat bagus,"['aplikasi', 'ini', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,aplikasi bagus
5,Berguna,Berguna,Berguna,berguna,['berguna'],['berguna'],guna,guna
1,KEBELET KAYA CANGCUTTEMPEKK KIKIR KNTLLL,KEBELET KAYA CANGCUTTEMPEKK KIKIR KNTLLL,KEBELET KAYA CANGCUTTEMPEKK KIKIR KNTLLL,kebelet kaya cangcuttempekk kikir kntlll,"['kebelet', 'kaya', 'cangcuttempekk', 'kikir', 'kntlll']","['kebelet', 'kaya', 'cangcuttempekk', 'kikir', 'kntlll']",kebelet kaya cangcuttempekk kikir kntlll,kebelet kaya cangcutempek kikir kntl
5,aplikasi yang sangat keren,aplikasi yang sangat keren,aplikasi yang sangat keren,aplikasi yang sangat keren,"['aplikasi', 'yang', 'sangat', 'keren']","['aplikasi', 'keren']",aplikasi keren,aplikasi keren
1,susah di download,susah di download,susah di download,susah di download,"['susah', 'di', 'download']","['susah', 'download']",susah download,susah download
1,saldo dana terpotong otomatis saya mau minta pengembalian tidak ada alasan. masa udah dua kali kepotong yang pertama 16k yang kedua 83k GIMANAAA INIIIII MALESSS BANGETTT COKKKKK AHH,saldo dana terpotong otomatis saya mau minta pengembalian tidak ada alasan. masa udah dua kali kepotong yang pertama 16k yang kedua 83k GIMANAAA INIIIII MALESSS BANGETTT COKKKKK AHH,saldo dana terpotong otomatis saya mau minta pengembalian tidak ada alasan masa udah dua kali kepotong yang pertama k yang kedua k GIMANAAA INIIIII MALESSS BANGETTT COKKKKK AHH,saldo dana terpotong otomatis saya mau minta pengembalian tidak ada alasan masa udah dua kali kepotong yang pertama k yang kedua k gimanaaa iniiiii malesss bangettt cokkkkk ahh,"['saldo', 'dana', 'terpotong', 'otomatis', 'saya', 'mau', 'minta', 'pengembalian', 'tidak', 'ada', 'alasan', 'masa', 'udah', 'dua', 'kali', 'kepotong', 'yang', 'pertama', 'k', 'yang', 'kedua', 'k', 'gimanaaa', 'iniiiii', 'malesss', 'bangettt', 'cokkkkk', 'ahh']","['saldo', 'dana', 'terpotong', 'otomatis', 'pengembalian', 'alasan', 'udah', 'kali', 'kepotong', 'k', 'k', 'gimanaaa', 'iniiiii', 'malesss', 'bangettt', 'cokkkkk', 'ahh']",saldo dana potong otomatis kembali alas udah kali potong k k gimanaaa iniiiii malesss bangettt cokkkkk ahh,saldo dana potong otomatis kembali alas udah kali potong gimana ini males banget cok
1,"kebanyakan iklan masa,cuman buat ngekspor video aja iklan nya 4-5 👎","kebanyakan iklan masa,cuman buat ngekspor video aja iklan nya 4-5 👎",kebanyakan iklan masacuman buat ngekspor video aja iklan nya  ,kebanyakan iklan masacuman buat ngekspor video aja iklan nya  ,"['kebanyakan', 'iklan', 'masacuman', 'buat', 'ngekspor', 'video', 'aja', 'iklan', 'nya']","['kebanyakan', 'iklan', 'masacuman', 'ngekspor', 'video', 'aja', 'iklan', 'nya']",banyak iklan masacuman ngekspor video aja iklan nya,banyak iklan masacuman ngekspor video aja iklan nya
5,Mohon maaf sebelumnya kalau saya lebih suka tanpa ada lirik kata kata lagu dalam nya.,Mohon maaf sebelumnya kalau saya lebih suka tanpa ada lirik kata kata lagu dalam nya.,Mohon maaf sebelumnya kalau saya lebih suka tanpa ada lirik kata kata lagu dalam nya,mohon maaf sebelumnya kalau saya lebih suka tanpa ada lirik kata kata lagu dalam nya,"['mohon', 'maaf', 'sebelumnya', 'kalau', 'saya', 'lebih', 'suka', 'tanpa', 'ada', 'lirik', 'kata', 'kata', 'lagu', 'dalam', 'nya']","['mohon', 'maaf', 'suka', 'lirik', 'lagu', 'nya']",mohon maaf suka lirik lagu nya,mohon maf suka lirik lagu nya
1,Not users friendly like it used to,Not users friendly like it used to,Not users friendly like it used to,not users friendly like it used to,"['not', 'users', 'friendly', 'like', 'it', 'used', 'to']","['not', 'users', 'friendly', 'like', 'it', 'used', 'to']",not users friendly like it used to,not users friendly like used
4,sata sangat suka,sata sangat suka,sata sangat suka,sata sangat suka,"['sata', 'sangat', 'suka']","['sata', 'suka']",sata suka,sata suka
5,menurut aku sih ini capcut lumayan tapi kenapa ya pas gua apus dan gua unduh lagi tuh. gak bisa dan juga harus kosongkan ruang padahal ruang penyimpanan gua tuh masih aman gak penuh sama sekali 🗿 jir 🗿,menurut aku sih ini capcut lumayan tapi kenapa ya pas gua apus dan gua unduh lagi tuh. gak bisa dan juga harus kosongkan ruang padahal ruang penyimpanan gua tuh masih aman gak penuh sama sekali 🗿 jir 🗿,menurut aku sih ini capcut lumayan tapi kenapa ya pas gua apus dan gua unduh lagi tuh gak bisa dan juga harus kosongkan ruang padahal ruang penyimpanan gua tuh masih aman gak penuh sama sekali  jir ,menurut aku sih ini capcut lumayan tapi kenapa ya pas gua apus dan gua unduh lagi tuh gak bisa dan juga harus kosongkan ruang padahal ruang penyimpanan gua tuh masih aman gak penuh sama sekali  jir ,"['menurut', 'aku', 'sih', 'ini', 'capcut', 'lumayan', 'tapi', 'kenapa', 'ya', 'pas', 'gua', 'apus', 'dan', 'gua', 'unduh', 'lagi', 'tuh', 'gak', 'bisa', 'dan', 'juga', 'harus', 'kosongkan', 'ruang', 'padahal', 'ruang', 'penyimpanan', 'gua', 'tuh', 'masih', 'aman', 'gak', 'penuh', 'sama', 'sekali', 'jir']","['sih', 'capcut', 'lumayan', 'ya', 'pas', 'gua', 'apus', 'gua', 'unduh', 'tuh', 'gak', 'kosongkan', 'ruang', 'ruang', 'penyimpanan', 'gua', 'tuh', 'aman', 'gak', 'penuh', 'jir']",sih capcut lumayan ya pas gua apus gua unduh tuh gak kosong ruang ruang simpan gua tuh aman gak penuh jir,sih capcut lumayan pas gua apus gua unduh tuh gak kosong ruang ruang simpan gua tuh aman gak penuh jir
2,"setiap mau ekspor pake tempate pasti ada kesalahan teknis terus kenapa ya, trus juga yg ada di apk capcut ini rata rata bayar","setiap mau ekspor pake tempate pasti ada kesalahan teknis terus kenapa ya, trus juga yg ada di apk capcut ini rata rata bayar",setiap mau ekspor pake tempate pasti ada kesalahan teknis terus kenapa ya trus juga yg ada di apk capcut ini rata rata bayar,setiap mau ekspor pake tempate pasti ada kesalahan teknis terus kenapa ya trus juga yg ada di apk capcut ini rata rata bayar,"['setiap', 'mau', 'ekspor', 'pake', 'tempate', 'pasti', 'ada', 'kesalahan', 'teknis', 'terus', 'kenapa', 'ya', 'trus', 'juga', 'yg', 'ada', 'di', 'apk', 'capcut', 'ini', 'rata', 'rata', 'bayar']","['ekspor', 'pake', 'tempate', 'kesalahan', 'teknis', 'ya', 'trus', 'yg', 'apk', 'capcut', 'bayar']",ekspor pake tempate salah teknis ya trus yg apk capcut bayar,ekspor pake tempate salah teknis trus yang aplikasi capcut bayar
2,mantaplplp,mantaplplp,mantaplplp,mantaplplp,['mantaplplp'],['mantaplplp'],mantaplplp,mantaplplp
1,"apk aneh saldo saya tiba"" terpotong padahal saya tidak tahu sama sekali kenapa saldo saya terpotong padahal saya tidak berlangganan","apk aneh saldo saya tiba"" terpotong padahal saya tidak tahu sama sekali kenapa saldo saya terpotong padahal saya tidak berlangganan",apk aneh saldo saya tiba terpotong padahal saya tidak tahu sama sekali kenapa saldo saya terpotong padahal saya tidak berlangganan,apk aneh saldo saya tiba terpotong padahal saya tidak tahu sama sekali kenapa saldo saya terpotong padahal saya tidak berlangganan,"['apk', 'aneh', 'saldo', 'saya', 'tiba', 'terpotong', 'padahal', 'saya', 'tidak', 'tahu', 'sama', 'sekali', 'kenapa', 'saldo', 'saya', 'terpotong', 'padahal', 'saya', 'tidak', 'berlangganan']","['apk', 'aneh', 'saldo', 'terpotong', 'saldo', 'terpotong', 'berlangganan']",apk aneh saldo potong saldo potong langgan,aplikasi aneh saldo potong saldo potong langan
2,apk kikir,apk kikir,apk kikir,apk kikir,"['apk', 'kikir']","['apk', 'kikir']",apk kikir,aplikasi kikir
1,apk nyaa gjlss anyi gg di hpp. kgg bisa di buka ukaa,apk nyaa gjlss anyi gg di hpp. kgg bisa di buka ukaa,apk nyaa gjlss anyi gg di hpp kgg bisa di buka ukaa,apk nyaa gjlss anyi gg di hpp kgg bisa di buka ukaa,"['apk', 'nyaa', 'gjlss', 'anyi', 'gg', 'di', 'hpp', 'kgg', 'bisa', 'di', 'buka', 'ukaa']","['apk', 'nyaa', 'gjlss', 'anyi', 'gg', 'hpp', 'kgg', 'buka', 'ukaa']",apk nyaa gjlss anyi gg hpp kgg buka ukaa,aplikasi nya gjls anyi buka uka
1,aplikasi kikir,aplikasi kikir,aplikasi kikir,aplikasi kikir,"['aplikasi', 'kikir']","['aplikasi', 'kikir']",aplikasi kikir,aplikasi kikir
5,mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,mantap
1,berlangganan gratis 7 hari waktu tiba tiba saldo kurang anjg,berlangganan gratis 7 hari waktu tiba tiba saldo kurang anjg,berlangganan gratis  hari waktu tiba tiba saldo kurang anjg,berlangganan gratis  hari waktu tiba tiba saldo kurang anjg,"['berlangganan', 'gratis', 'hari', 'waktu', 'tiba', 'tiba', 'saldo', 'kurang', 'anjg']","['berlangganan', 'gratis', 'saldo', 'anjg']",langgan gratis saldo anjg,langan gratis saldo anjg
1,kenapa harus bayar si,kenapa harus bayar si,kenapa harus bayar si,kenapa harus bayar si,"['kenapa', 'harus', 'bayar', 'si']","['bayar', 'si']",bayar si,bayar
1,waktu kita mau ekspor harus di bayar pake nnton iklan wktu udh nntn iklan malah ngilang gmn sii ini,waktu kita mau ekspor harus di bayar pake nnton iklan wktu udh nntn iklan malah ngilang gmn sii ini,waktu kita mau ekspor harus di bayar pake nnton iklan wktu udh nntn iklan malah ngilang gmn sii ini,waktu kita mau ekspor harus di bayar pake nnton iklan wktu udh nntn iklan malah ngilang gmn sii ini,"['waktu', 'kita', 'mau', 'ekspor', 'harus', 'di', 'bayar', 'pake', 'nnton', 'iklan', 'wktu', 'udh', 'nntn', 'iklan', 'malah', 'ngilang', 'gmn', 'sii', 'ini']","['ekspor', 'bayar', 'pake', 'nnton', 'iklan', 'wktu', 'udh', 'nntn', 'iklan', 'ngilang', 'gmn', 'sii']",ekspor bayar pake nnton iklan wktu udh nntn iklan ngilang gmn sii,ekspor bayar pake nton iklan wktu udh ntn iklan ngilang gmn
2,"langganan terlalu mahal, padahal ketika langganan hanya beberapa fitur saja yg di gunakan, lebih bijak lagi dalam memberi harga","langganan terlalu mahal, padahal ketika langganan hanya beberapa fitur saja yg di gunakan, lebih bijak lagi dalam memberi harga",langganan terlalu mahal padahal ketika langganan hanya beberapa fitur saja yg di gunakan lebih bijak lagi dalam memberi harga,langganan terlalu mahal padahal ketika langganan hanya beberapa fitur saja yg di gunakan lebih bijak lagi dalam memberi harga,"['langganan', 'terlalu', 'mahal', 'padahal', 'ketika', 'langganan', 'hanya', 'beberapa', 'fitur', 'saja', 'yg', 'di', 'gunakan', 'lebih', 'bijak', 'lagi', 'dalam', 'memberi', 'harga']","['langganan', 'mahal', 'langganan', 'fitur', 'yg', 'bijak', 'harga']",langgan mahal langgan fitur yg bijak harga,langan mahal langan fitur yang bijak harga
1,"Jelek semakin kesini semakin banyak iklan padahal sudah nonton iklan nya sampai selesai tapi tetap ada notifikasi tonton iklan sampai selesai, mumet","Jelek semakin kesini semakin banyak iklan padahal sudah nonton iklan nya sampai selesai tapi tetap ada notifikasi tonton iklan sampai selesai, mumet",Jelek semakin kesini semakin banyak iklan padahal sudah nonton iklan nya sampai selesai tapi tetap ada notifikasi tonton iklan sampai selesai mumet,jelek semakin kesini semakin banyak iklan padahal sudah nonton iklan nya sampai selesai tapi tetap ada notifikasi tonton iklan sampai selesai mumet,"['jelek', 'semakin', 'kesini', 'semakin', 'banyak', 'iklan', 'padahal', 'sudah', 'nonton', 'iklan', 'nya', 'sampai', 'selesai', 'tapi', 'tetap', 'ada', 'notifikasi', 'tonton', 'iklan', 'sampai', 'selesai', 'mumet']","['jelek', 'kesini', 'iklan', 'nonton', 'iklan', 'nya', 'selesai', 'notifikasi', 'tonton', 'iklan', 'selesai', 'mumet']",jelek kesini iklan nonton iklan nya selesai notifikasi tonton iklan selesai mumet,jelek kesini iklan nonton iklan nya selesai notifikasi tonton iklan selesai mumet
